row	japanese	english	status	reference_game	source	note
352	何か352	Something 352	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
353	モンスターの跡	Monster tracks	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
354	凍える息	Icy breath	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
355	何か355	Something 355	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
356	何か356	Something 356	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
357	何か357	Something 357	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
358	何か358	Something 358	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
359	何か359	Something 359	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
360	何か360	Something 360	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
361	何か361	Something 361	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
362	何か362	Something 362	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
363	何か363	Something 363	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
364	何か364	Something 364	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
365	何か365	Something 365	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
366	何か366	Something 366	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
367	何か367	Something 367	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
368	何か368	Something 368	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
369	何か369	Something 369	project_choice_provisional			Independent Torneko 3 item name. No exact modern official counterpart established in this pass; this is not a claim that none exists. Reserved/debug/object rows retain their identity; no promise of ordinary obtainable-item use.
