id	family	japanese	full_english	display	glossary_references	wording_status	notes
tutorial.001b7325	effect	混乱攻撃無効化	Confusion immunity			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7334	effect	アイテム識別	Identify items			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7341	effect	ちから増	Strength up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7347	effect	毒攻撃無効化	Poison attack immunity		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7354	effect	眠り攻撃無効化	Sleep attack immunity		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7362	effect	ランダムでルーラ	Random warps			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7373	effect	ハラヘラズ	No hunger			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b737e	effect	モンスター起こさない	Do not wake monsters			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b738f	effect	高価な輝き	Valuable shine			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7398	effect	見えないものが見える	See invisible things			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73a6	effect	ハラヘリ早	Faster hunger			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73b1	effect	ワナをふまない	Avoid stepping on traps		interface.action.008	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73bb	effect	人形系特殊攻撃無効	Material ability immunity			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73ce	effect	モンスターを起こす	Wake monsters			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73de	effect	黄金効果	Golden effect			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage. Opaque short Japanese label retained conservatively; no inferred mechanics.
tutorial.001b73e7	effect	ランダムで爆発	Random explosions			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73f6	effect	最大HP増	Maximum HP up		hp	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b73ff	effect	防御力増	Defence up		defence	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7408	effect	お腹が減りにくい	Slower hunger			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7414	effect	炎ダメージ軽減	Reduce fire damage			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7423	effect	魔法攻撃無効化	Magic attack immunity		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7432	effect	攻撃回避確率UP	Dodge attacks more often		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7441	effect	盗みよけ	Theft protection			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7447	effect	技攻撃無効化	Ability attack immunity		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7454	effect	飛び道具攻撃回避	Dodge projectiles			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7465	effect	飛び道具攻撃反射	Reflect projectiles			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7476	effect	投げたアイテムが曲がる	Thrown items curve			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b748b	effect	回避率UP	Evasion up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7494	effect	投げたものが当たらない	Thrown items miss			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74a4	effect	ワナあて	Throw to set off traps		interface.action.008	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74ab	effect	強打	Heavy blows			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74b0	effect	ランダム方向投げ	Throw in random direction			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74c1	effect	飛び道具必中	Unerring projectiles			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74ce	effect	壁や水を自由に移動	Move through walls/water		combined_item_345,interface.action.001	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74de	effect	ハラヘリ攻撃無効化	Hunger attack immunity		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74f1	effect	うけながし	Parrying		combined_item_187	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b74f8	effect	石像無効化	Negate statues			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7503	effect	攻撃受盾－1	Shield -1 when hit			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b750f	effect	武器強さUP	Weapon power up			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7519	effect	スライム系ダメージ大	Slime damage up		enemy.slime	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b752e	effect	ワナ作る	Make traps		interface.action.008	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7536	effect	付加ダメージ	Extra damage			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage. Opaque short Japanese label retained conservatively; no inferred mechanics.
tutorial.001b7543	effect	かなしばり攻撃	Binding attacks		combined_item_101,interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b754e	effect	混乱攻撃	Confusing attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7557	effect	睡眠攻撃	Sleep attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7560	effect	おびえ攻撃	Frightening attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7569	effect	鉄化攻撃	Iron-form attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7572	effect	ルーラ攻撃	Warp attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b757d	effect	バーサーカー攻撃	Berserk attacks		interface.action.005	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7720	message	$i0の持っていた<CR>[$i1]の効果が消えた！	$i0 lost its<LF>[$i1] effect!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b773f	message	$i0には外れる印がない。	$i0 has no removable seals.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7751	message	$m0の 催眠攻撃！	$m0 uses hypnosis!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7761	message	$m1は おかしくなった。	$m1 started acting strangely.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7771	message	$m0は 口をふさいできた！	$m0 clamped the target's mouth shut!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7783	message	$m0は 口をふさいだ！	$m0 clamped the target's mouth shut!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b7793	message	$m0の ふきとばすほどの攻撃！	$m0 strikes with a knockback blow!			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b77a9	message	$tは 最大満腹度が$d0増えた。	$t's maximum fullness rose by $d0.		fullness	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b77c3	message	$tは 最大満腹度が$d0減った。	$t's maximum fullness fell by $d0.		fullness	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b77de	message	$m0は 胃下垂になってしまった！	$m0 developed a leaky belly!		core.leaky_belly	project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
tutorial.001b77f6	message	$m1は 普通の状態に戻った。	$m1 returned to normal.			project_prose_existing_glossary_stems	Independently translated from the pinned Japanese. Existing glossary identities reused; gameplay/effect prose is project wording. Native queue/history limits checked separately from natural scenario coverage.
