id	japanese	full_english	glossary_references	notes
journey.00b9eba8	この先はダンジョン<LF>さんご礁の神殿　回廊　へ進みます。<LF>よろしいでしょうか？	Continue into the dungeon<LF>Coral temple - Corridors?	interface.dungeon.004	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9ed2c	この先はダンジョン<LF>さんご礁の神殿　回廊　へ戻ります。<LF>よろしいでしょうか？	Return to the dungeon<LF>Coral temple - Corridors?	interface.dungeon.004	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9ee28	この先はダンジョン<LF>海底山地　ふもと　へ進みます。<LF>よろしいでしょうか？	Continue into the dungeon<LF>Seabed mountain - Foothills?	interface.dungeon.005	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9eed8	＊「おお　神よ！<LF><TAB>この者に　聖なるご加護の<LF><TAB>あらんことを！	"???: ""O Lord! May your holy blessing be upon this traveller!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9ef14	＊「よくぞ　もどられた！<LF><TAB>$tどの！	"???: ""Welcome back, $t!"""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9efd0	＊「だ　だめだ！<LF><TAB>私のチカラでは　ビクともしない！	"???: ""N-no good! Even with all my strength, it won't budge!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9f004	＊「ぬ～～～～ん！！	"???: ""Hnnnngh!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9f17c	＊「わははははは～～！	"???: ""Wahahahaha!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9f194	＊「つ　ついに　オレのチカラが<LF><TAB>このトビラにも　とどいたか！	"???: ""At last! Even this door has yielded to my strength!"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00b9f1d4	＊「おおっ！？	"???: ""Oh!?"""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba871c	この先はダンジョン<LF>海底山地　ふもと　へ戻ります。<LF>よろしいでしょうか？	Return to the dungeon<LF>Seabed mountain - Foothills?	interface.dungeon.005	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba87e4	この先はダンジョン<LF>海底山地　山頂部　へ進みます。<LF>よろしいでしょうか？	Continue into the dungeon<LF>Seabed mountain - Summit?	interface.dungeon.023	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Original Yes/No question meaning and parameters retained. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8934	＊「あなたに　神のご加護が<LF><TAB>ありますように……。	"???: ""May divine protection be with you..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8968	＊「ああ　$tさん。<LF><TAB>よくぞ　もどられました。	"???: ""Ah, $t. Welcome back."""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba89d0	＊「私は　旅の尼。<LF><TAB>行く先々で　おこまりの方を<LF><TAB>お助けしております。	"???: ""I am a travelling nun. Wherever I go, I help those in need."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8ab0	ロサ「…な～んて　まさかな。<LF><TAB>オフクロも　オヤジも　10年以上昔に<LF><TAB>大嵐で　死んじまったんだから。	"Rosa: ""...Nah, no way. Mum and Dad both died in a terrible storm over ten years ago."""	enemy_rosa	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Scope includes related return/later protagonist states; not all messages belong to the first visit. Retain each sibling's stated timing separately: over ten years ago versus just after their birth.
journey.00ba8b14	ロサ「あん？　ヴィオラって？<LF><TAB>そりゃ　オイラの　母さんの<LF><TAB>名前だぜ。	"Rosa: ""Huh? Viola? That's my mum's name."""	enemy_rosa,character.viola	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8b5c	イネス「でも　まさかね。<LF><TAB>私の両親は　私とロサが生まれてすぐ<LF><TAB>大嵐にあって　亡くなったんですもの。	"Ines: ""It couldn't be. My parents died in a terrible storm just after Rosa and I were born."""	enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Scope includes related return/later protagonist states; not all messages belong to the first visit. Retain each sibling's stated timing separately: over ten years ago versus just after their birth.
journey.00ba8bc0	イネス「……えっ？　ヴィオラ？<LF><TAB>それって　私の母と<LF><TAB>同じ　名前だわ。	"Ines: ""...What? Viola? That's the same name as my mother."""	enemy_ines,character.viola	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8c08	＊「……ヴィオラさま……。	"???: ""...Lady Viola..."""	character.viola	Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8c24	＊「う～ん　う～ん……。<LF><TAB>だめだ……　思い出せない……。	"???: ""Mmm... Mmm... No... I can't remember..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8cb8	＊「その状態で　どうやって　ここまで<LF><TAB>たどりついたのやら。<LF><TAB>それは　さておき……	"???: ""How did he get all the way here in that state? Anyway..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8d0c	＊「その人　お気の毒に<LF><TAB>記憶を失ってるみたいですよ。	"???: ""That poor man seems to have lost his memory."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8dbc	＊「なんでも　どうしても　探さなきゃ<LF><TAB>いけない人がいるとかで。<LF><TAB>それは　さておき……	"???: ""Apparently there's someone he simply must find. Anyway..."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00ba8e14	＊「以前　ここに　病気で寝込んでいた人が<LF><TAB>いたんですが　すっかり回復して<LF><TAB>出て行きましたよ。	"???: ""A sick man was bedridden here before, but he made a full recovery and left."""		Independent translation from the pinned Japanese GBA source. Preserve mechanics, command parameters and shared pointer ownership. Anonymous speaker remains ???; do not reveal a later identity. Scope includes related return/later protagonist states; not all messages belong to the first visit.
journey.00c3f010	行き先	Destination	interface.journey.destination	Independent translation of the original Zoom picker UI. Existing $m0 substitution receives the native bounded place-name copy; choice semantics remain unchanged. Full Destination measures 53px in font 0; use Go to (26px) in the native 32px heading window. No window/code expansion.
journey.00c3f018	$m0<LF>にルーラしますか？	Zoom to<LF>$m0?	series_zoom	Independent translation of the original Zoom picker UI. Existing $m0 substitution receives the native bounded place-name copy; choice semantics remain unchanged.
