id	japanese	species_japanese	full_english	display	glossary_references	status	source_ids	notes
ally.nickname.173	バヒート	おばけヒトデ	Baheet	Bahee	ally.nickname.source-001aa344	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Baheet; Bahee is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.174	マスター	マージスター	Master	Masto	ally.nickname.source-001aa338	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Master; Masto is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.175	タンギー	タップペンギー	Tangy		ally.nickname.source-001aa32c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.176	トビー	岩とびあくま	Toby		ally.nickname.source-001aa324	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.177	レイマン	グレイトマーマン	Rayman	Ray	ally.nickname.source-001aa318	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Rayman; Ray is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.178	ヒロロ	コロヒーロー	Hiroro	Hiro	ally.nickname.source-001aa310	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Hiroro; Hiro is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.179	プチた	プチヒーロー	Petita	Peta	ally.nickname.source-001aa308	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Petita; Peta is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.180	ファルコ	コロファイター	Falco		ally.nickname.source-001aa2fc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.181	プチお	プチファイター	Petito	Peto	ally.nickname.source-001aa2f4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Petito; Peto is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.182	マルコ	コロマージ	Marco		ally.nickname.source-001aa2ec	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.183	プチろう	プチマージ	Petiro	Petro	ally.nickname.source-001aa2e0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Petiro; Petro is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.184	ストリコ	コロプリースト	Storico	Stori	ally.nickname.source-001aa2d4	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Storico; Stori is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.185	プチすけ	プチプリースト	Petisuke	Petsu	ally.nickname.source-001aa2c8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Petisuke; Petsu is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.186	おおぼす	ヘルジャスティス	Big Boss	Boss	ally.nickname.source-001aa2bc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Big Boss; Boss is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
ally.nickname.187	おおぼす	★★用ボス	Big Boss	Boss	ally.nickname.source-001aa2bc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Big Boss; Boss is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
ally.nickname.188	ブラザー	ジャスティス兄	Brother	Bro	ally.nickname.source-001aa2b0	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Brother; Bro is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
ally.nickname.189	おおぼす	ヘルジャスティス	Big Boss	Boss	ally.nickname.source-001aa2bc	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Big Boss; Boss is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
ally.nickname.190	よやく	予約	Reserved	Rsrv	ally.nickname.source-001aa2a8	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Reserved; Rsrv is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
ally.nickname.191	ロサ	ロサ	Rosa		enemy_rosa	project_choice		Retains the existing scoped glossary identity. This table row is not proof of ordinary monster recruitment. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.192	イネス	イネス	Ines		enemy_ines	project_choice		Retains the existing scoped glossary identity. This table row is not proof of ordinary monster recruitment. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.193	マーネ	マネマネ	Mane		ally.nickname.source-001aa290	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.194	フレイ	フレイム	Frey		ally.nickname.source-001aa288	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.195	ブリード	ブリザード	Breed		ally.nickname.source-001aa27c	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.196	ピエール	スライムナイト	Goodian	Goody	ally.nickname.source-001aa270	modern_official_nickname_secondary_inferred_ordinal	nickname_dq5_japanese,nickname_dq5_english	Exact Japanese nickname/species matches DQ V recruit number 1. English counterpart inferred from the same ordinal in the DS guide; secondary evidence, not a direct bilingual capture. Other DQ V defaults are not substituted merely because the species matches. Full name retained as Goodian; Goody is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.197	メタライ	メタルライダー	Metarai	Metra	ally.nickname.source-001aa264	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Metarai; Metra is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit.
ally.nickname.198	パウロ	ポポロ	Paulo		placeholder.paulo	project_transliteration_unverified_test_context		Retains the existing scoped glossary identity. Source is パウロ, a test-style placeholder; do not replace with the separate ポポロ/Tipper identity. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
ally.nickname.199	ニセトル	ニセトルネコ	Fake Torneko	Fako	ally.nickname.source-001aa250	project_nickname_adaptation		Independent adaptation of the original personal nickname, preserving phonetic or wordplay cues; not an official species-name replacement. Full name retained as Fake Torneko; Fako is an explicit project short display for the five-character stored field, not another official localization. Duplicate recruits retain their numeric suffix; a five-letter base loses its last letter before adding the digit. Reserved/boss/test-style row: natural reachability unverified.
