id	japanese	full_english	glossary_references	notes
village.009eab80	＊「な～んだ……。	"???: ""Aww..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eab94	＊「ボクの話　わかった？<LF><TAB>もう１回　聞きたい？	"???: ""Did you get all that? Want to hear it again?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Original Yes/No meaning and defaults retained.
village.009eabc4	＊「その場で　剣をふったりして<LF><TAB>わざとモンスターを近づけてから<LF><TAB>たたく！　それがコツだってさ。	"???: ""Swing your sword to let them come to you. Then strike! That's the trick."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eac24	＊「モンスターが　１歩はなれた所に<LF><TAB>いたら　自分から近づいちゃ<LF><TAB>ダメだからね。	"???: ""If a monster is one step away, don't step towards it yourself."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eac74	＊「それから　おぼえておいてね。<LF><TAB>ダンジョンでは　自分とモンスターが<LF><TAB>順番に行動するから…	"???: ""And remember, you and the monsters take turns to act in a dungeon, so..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eacd0	＊「あと　とちゅうで　ひろった<LF><TAB>武器や防具は　ちゃんと<LF><TAB>そうび　しなきゃ　ダメだよ。	"???: ""Make sure you equip any weapons and armour you find along the way, too."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ead28	＊「それから　お腹がへって<LF><TAB>たおれると　魔物にやられちゃうから<LF><TAB>お腹がへったら　パンを食べてね。	"???: ""If you collapse from hunger, monsters will get you. Eat bread when you're hungry."""	bread	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ead8c	＊「でも　魔物が　いるから<LF><TAB>どんどん　戦って　強くならなきゃ<LF><TAB>最後までは　行けないみたいだよ。	"???: ""But there are monsters, so you'll need to fight and get stronger to reach the end."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eadec	＊「だから　階段をさがして　ずっと<LF><TAB>最後まで下りれば　ふしぎなチカラで<LF><TAB>外に出られるんだって。	"???: ""Find the stairs and keep going down. When you reach the end, magic lets you out."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eae4c	＊「えっとね…　その洞くつには<LF><TAB>どこかに　階段があって<LF><TAB>下へ　下へと　続いてるんだよ。	"???: ""Well... There are stairs somewhere in the cave, leading down and down."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eaea4	＊「ボクが　大人たちに聞いた<LF><TAB>くわしい話を　知りたい？	"???: ""Want to hear what the grown-ups told me about it?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Original Yes/No meaning and defaults retained.
village.009eaedc	＊「大人たちが　言ってるけど　外を歩くと<LF><TAB>いきなり　なぞの洞くつに<LF><TAB>引き込まれちゃうんだって。	"???: ""The grown-ups say a strange cave can suddenly swallow you up when you walk outside."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eaf3c	＊「族長さま　おトシよりなのに<LF><TAB>だいじょうぶかなあ。	"???: ""The chief is pretty old. Will he be all right?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eaf74	＊「族長さまたちが　すごい　いきおいで<LF><TAB>村の外に　出て行ったよ。	"???: ""The chief and the others went rushing out of the village!"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb008	＊「あなたは　ぜったい<LF><TAB>北のほこらになんて　行ってはだめよ。<LF><TAB>危険ですもの。	"???: ""You must not go to the northern shrine. It is too dangerous!"""	place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb058	＊「族長さまが　あんなに　あわてるなんて<LF><TAB>よほどのことが　起きたんですわ。<LF><TAB>オロオロオロ……。	"???: ""Something awful must have happened to make the chief rush off like that. Oh dear..."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb110	＊「トルネコさんが　旅してる間の<LF><TAB>奥さんのことなら　心配いらないよ。<LF><TAB>あたしらが　ついてるからさ。	"???: ""Don't worry about your wife while you're away. We'll look after her."""	torneko	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb174	＊「あんた　お子さんを　助けるために<LF><TAB>禁断の洞くつへ　行くんだって？<LF><TAB>よそ者なのに　たいしたもんだよ。	"???: ""You're going to the forbidden caves to save your child? Brave, for an outsider!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb1fc	＊「それが　来たとたん　こんなことに<LF><TAB>なるなんて　も～　ビックリ？<LF><TAB>あ　失礼しました。	"???: ""And now all this happens as soon as you arrive! What a surprise! Oh, pardon me."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb254	＊「ここは　はるか南の果ての<LF><TAB>忘れ去られた島　バリナボ。	"???: ""This is Barinabo, a forgotten island in the far south."""	place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb308	＊「あっ　こりゃ　ロサさま！<LF><TAB>いえ　オレは　別に　仕事を<LF><TAB>さぼってるんじゃ　ないんですよ。	"???: ""Oh! Master Rosa! I-I'm not slacking off, you know."""	enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb364	＊「こうして　床にねそべって<LF><TAB>潮の流れの様子を　波の音で<LF><TAB>感じたりして……。	"???: ""Lying here, I can listen to the waves and sense how the currents are moving..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb3b4	＊「あっ　こりゃ　イネスさま！<LF><TAB>いえ　オレは　別に　仕事を<LF><TAB>さぼってるんじゃ　ないんですよ。	"???: ""Oh! Miss Ines! I-I'm not slacking off, you know."""	enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb414	＊「ああ　空が　きれいだなあ……。<LF><TAB>これが　生きてるってことなんだよ<LF><TAB>うん。	"???: ""Ahh, what a beautiful sky... This is what life's all about. Yes, indeed."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb48c	＊「ああ　都会の暮らしが<LF><TAB>なつかしいわ……。	"???: ""Oh, how I miss life in the city..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb4bc	＊「トルネコさん　はるか北の大きな島へ<LF><TAB>向かうんですって？　見かけによらず<LF><TAB>冒険家なのねえ。　ステキよ。	"???: ""Off to the great island far to the north, Torneko? Quite the adventurer! How lovely."""	torneko	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb540	＊「海のォ～　男は～<LF><TAB>エサホイサ～～	"???: ""A sailor's life for me... Heave ho, heave ho!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Original short sailor chant independently adapted; no borrowed song lyrics.
village.009eb568	＊「村の小舟も　流されちまったからには<LF><TAB>わしの　じびきアミの　ウデを<LF><TAB>若いもんに　見せてやらにゃあ。	"???: ""Our boats are gone. Time to show the youngsters how I fish with a shore net!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb668	＊「なかには　呪われてたりするものも<LF><TAB>あるから　気をつけてね。	"???: ""Some things may be cursed, though. Be careful."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb6a8	＊「それと　洞くつとかで　ひろった<LF><TAB>武器や防具は　ちゃんと<LF><TAB>そうび　しなきゃ　ダメだけど……	"???: ""Make sure you equip the weapons and armour you find in caves, but..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb708	＊「いっしょに　ダンジョンを<LF><TAB>出られるように　がんばってね。	"???: ""Do your best to get out of the dungeon together!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb748	＊「もし　とちゅうで　イネスかロサが<LF><TAB>チカラつきたら　洞くつの外に<LF><TAB>もどされちゃうから……	"???: ""If Ines or Rosa collapses along the way, you'll be sent back outside the cave..."""	enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb7a4	＊「それから　洞くつをひとつ　ぬけても<LF><TAB>さらに　いくつもの洞くつを<LF><TAB>ぬけなきゃ　北の島には着けないって。	"???: ""And one cave isn't enough. There are lots to get through to reach the north island."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb810	＊「えっとね…　その洞くつには<LF><TAB>どこかに　階段や　旅の扉があって<LF><TAB>さらに奥へと　続いてるんだよ。	"???: ""Well... The caves have stairs and teleportals that lead you further in."""	interface.trap.022	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb874	＊「ねえ　北のほこらに　行くんでしょ。<LF><TAB>あそこの地下からは　こわい洞くつが<LF><TAB>続いてるって　ウワサだよ。	"???: ""Going to the northern shrine? I hear there are scary caves underneath it."""	place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb994	＊「あっ　ロサさま　旅のお方と<LF><TAB>出発されるのですか？<LF><TAB>どうか　お気をつけて。	"???: ""Oh, Master Rosa! Are you leaving with the traveller? Do take care."""	enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eb9e4	＊「あっ　イネスさま　旅のお方と<LF><TAB>出発されるのですか？<LF><TAB>どうか　お気をつけて。	"???: ""Oh, Miss Ines! Are you leaving with the traveller? Do take care."""	enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009eba34	＊「ここは　バリナボの村。<LF><TAB>北には　神々のほこらと　呼ばれる<LF><TAB>禁断の地が　ありますわ。	"???: ""This is Barinabo Village. The forbidden Shrine of the Gods lies to the north."""	place.barinabo,place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebae4	＊「な～に　大丈夫！<LF><TAB>留守の間は　あたしらが<LF><TAB>ついてるからさ。	"???: ""Don't worry! We'll look after them while you're away."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebb24	＊「おや　トルネコさん。<LF><TAB>奥さんたちが　心配で<LF><TAB>もどってきたのかい？	"???: ""Oh, Torneko. Did you come back because you were worried about your family?"""	torneko	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebb84	＊「われわれの　記憶も<LF><TAB>やがては　この大地に<LF><TAB>うもれてゆくでしょう。	"???: ""One day, our memories too will be buried in this earth."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebc1c	＊「うちの人は　あいかわらずよ。<LF><TAB>ああ　都会の暮らしが<LF><TAB>なつかしいわ……。	"???: ""My husband's the same as ever. Oh, how I miss life in the city..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebc68	＊「あら　トルネコさん。<LF><TAB>はるか北への旅は　どう？	"???: ""Hello, Torneko. How is your journey north going?"""	torneko	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebd24	＊「ボクの話　わかった？<LF><TAB>もう１かい　聞きたい？	"???: ""Did you get all that? Want to hear it again?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Original Yes/No meaning and defaults retained.
village.009ebd58	＊「もし　もうダメだ！　と思っても<LF><TAB>あきらめないで　おちついて考えれば<LF><TAB>道がひらけることも　あるんだって。	"???: ""Even if it looks hopeless, don't give up. Stay calm and think. You may find a way!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebdc4	＊「それから　モンスターより　ぜったい<LF><TAB>先に行動すること。　ナナメ歩きも<LF><TAB>たいせつな　ポイントだよ。	"???: ""Always act before the monsters. Moving diagonally is important too."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebe2c	＊「手前の　ダンジョンで　じゅうぶん<LF><TAB>経験をつんで　武器や　防具も<LF><TAB>強くして……	"???: ""Get plenty of experience in the earlier dungeons, and improve your equipment..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebe80	＊「えっとね…　もし　どうしても<LF><TAB>ダンジョンが　こえられなかったら<LF><TAB>じゅんびに　チカラを入れるんだって。	"???: ""Well... If you just can't get through a dungeon, try preparing more carefully."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.009ebeec	＊「ボクが　大人たちに聞いた<LF><TAB>ダンジョンの話を　知りたい？	"???: ""Want to hear what the grown-ups told me about dungeons?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Original Yes/No meaning and defaults retained.
village.009ebf28	＊「あっ　洞くつの　おじさんだ。<LF><TAB>調子は　どう？	"???: ""Oh, it's the cave man! How's it going?"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source. Child's familiar nickname for the dungeon traveller, not a prehistoric-person identity.
village.009ebf9c	＊「あら　こんにちは。<LF><TAB>今日も　海が　静かですわね。	"???: ""Hello there. The sea is calm again today."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6e5a8	族長「では　話は決まった！<LF><TAB>今日のところは　ひとまず村にもどり<LF><TAB>休息をとってから　出発されよ。	"Chief: ""Then it is settled! Return to the village for today. Rest before you set off."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6e608	族長「では　もういちど　聞きますぞ。<LF><TAB>わが　孫娘　イネスを　お供に<LF><TAB>連れて行ってくださるか？	"Chief: ""Then let me ask again. Will you take my granddaughter Ines with you?"""	role.village_chief,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.00b6e668	族長「やや　じょうだんですか。<LF><TAB>これは　おどろきましたわい。	"Chief: ""Oh, you were joking! You gave me quite a surprise."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6e6a8	族長「とはいえ　今日はひとまず<LF><TAB>村にもどり　休息をとってから<LF><TAB>明日　出発されるがよろしかろう。	"Chief: ""Still, return to the village today. Get some rest and set off tomorrow."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6e708	族長「まあ　トルネコどのが　そこまで<LF><TAB>のぞんでくださるなら　ロサを<LF><TAB>いっしょに　行かせましょう。	"Chief: ""Well, if that is what you truly wish, Torneko, I shall let Rosa go with you."""	torneko,role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6e76c	族長「むむ……　そうですか。<LF><TAB>いや　それは　ロサの修行にもなって<LF><TAB>ありがたいのが　正直な気持ちじゃが。	"Chief: ""Hmm... I see. To be honest, I would welcome the chance for Rosa to train."""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6e7d4	族長「し　しかし　ロサは　イネスとちがい<LF><TAB>とんでもなく　いいかげんな男ですぞ。<LF><TAB>それでも　連れて行かれるか？	"Chief: ""B-but unlike Ines, Rosa is terribly irresponsible! Would you still take him?"""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.00b6e844	族長「では　まさか……　まさか<LF><TAB>イネスのふたごの弟　ロサを<LF><TAB>連れて行くと　おっしゃるのか？	"Chief: ""Surely... Surely you do not mean to take Rosa, Ines's younger twin brother?"""	role.village_chief,enemy_rosa,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.00b6e8a0	族長「うん？　なんですと？<LF><TAB>イネスを　お供にされないと？	"Chief: ""Hmm? What is that? You do not wish to take Ines?"""	role.village_chief,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.00b6e8dc	族長「イネスであれば　多少の呪文の <LF><TAB>心得もあります。ぜひ　イネスを <LF><TAB>お供として連れていってくだされ。 	"Chief: ""Ines knows a little magic, too. Please do take her with you."""	role.village_chief,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Original Yes/No meaning and defaults retained.
village.00b6e944	族長「はずかしながら　ロサは　あまりに<LF><TAB>勉強不足で…　連れていけば　とても<LF><TAB>北の大地へは　たどり着けまい。	"Chief: ""Sadly, Rosa has neglected his studies. With him, you would never reach the north."""	role.village_chief,enemy_rosa	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6e9b0	族長「旅なれた　そなたとちがって<LF><TAB>足手まといに　なるかもしれんが<LF><TAB>イネスなら　少しは役立つじゃろう。	"Chief: ""They may hold back a seasoned traveller like you, but Ines should be of some use."""	role.village_chief,enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ea18	族長「なにかあって　ふたたび<LF><TAB>ほこらが　封印されることがあっても<LF><TAB>孫がいれば　この地にもどれるはず。	"Chief: ""Even if the shrine is sealed again, my grandchild should help you return here."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ea80	族長「わしの孫には　バリナボの血が<LF><TAB>強く　うけつがれておる。	"Chief: ""The blood of Barinabo runs strong in my grandchildren."""	role.village_chief,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6eac0	族長「そして　これは　お願いじゃが<LF><TAB>その道中　バリナボの民を<LF><TAB>お供させていただきたい。	"Chief: ""And I have a request. Please let one of our people accompany you."""	role.village_chief,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6eb18	族長「大地の神が　かつて<LF><TAB>こころ正しき民を　みちびいたのなら<LF><TAB>そなたにも　加護があると信じておる。	"Chief: ""The Earth God once guided the good of heart. I believe he will watch over you too."""	role.village_chief,lore.earth_god	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6eb7c	族長「おそらく　そなたは<LF><TAB>わしが止めても　ポポロどののために<LF><TAB>旅立たれるでしょうな。	"Chief: ""Even if I tried to stop you, I expect you would set out for Tipper's sake."""	enemy_tipper,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ebd4	族長「トルネコどの。　はるか北への道は<LF><TAB>長くけわしいものに　なるじゃろう。	"Chief: ""Torneko. The road far to the north will be long and difficult."""	torneko,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ec20	族長「うむ。　その通りじゃ。<LF><TAB>われらが　今　この地にいる意味も<LF><TAB>理解しなくてはならん。	"Chief: ""Yes, indeed. We must understand why we are here in this land."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ec78	イネス「おじいさま。　バリナボの民の<LF><TAB>使命として　見届けるべきですわね。<LF><TAB>封印の解かれた　神の道の先を…。	"Ines: ""Grandfather, our duty as Barinabo's people is to see what lies beyond the seal..."""	enemy_ines,place.barinabo,lore.divine_path	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ece4	族長「今も　生きているかどうかは<LF><TAB>分からんが　行ってみる価値は<LF><TAB>あるじゃろう。	"Chief: ""I do not know if the fortune-teller is still alive, but it is worth a visit."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ed34	族長「わしの　きおくが　正しければ…<LF><TAB>その占い師は　どんな病気をも<LF><TAB>治せるという話だったのじゃ。	"Chief: ""If I remember rightly, they said this fortune-teller could cure any illness."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ed98	族長「そこには　おそらく<LF><TAB>ポポロどのを　すくってくださる<LF><TAB>人物がいるはず……。	"Chief: ""Someone there may be able to save Tipper..."""	enemy_tipper,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ede8	族長「その先は　はるか遠く<LF><TAB>北の大地へと　続いているはず。	"Chief: ""Beyond it, the path should lead to lands far to the north."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ee24	族長「トルネコどの。　神々のほこらの<LF><TAB>封印が解かれた今　この地から<LF><TAB>神の道をたどることが　可能じゃ。	"Chief: ""Torneko. The Shrine of the Gods is unsealed. We can now follow the divine path."""	torneko,role.village_chief,place.shrine_of_the_gods,lore.divine_path	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ee8c	族長「ただの魔物ではなく　神をも<LF><TAB>おそれさせた　巨大で邪悪なものは<LF><TAB>ほろびさったのじゃろうか……。	"Chief: ""Has that vast evil, which frightened even the gods, truly perished...?"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6eef0	族長「それなのに　なぜか<LF><TAB>神々のほこらの　奥からは<LF><TAB>邪悪な気配が感じられん。	"Chief: ""And yet I sense no evil coming from deep within the Shrine of the Gods."""	role.village_chief,place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6ef40	族長「その　神の像が　この通り<LF><TAB>たおれてしまった！　まさに　封印も<LF><TAB>解かれてしまったのじゃ。	"Chief: ""Now the statue has fallen, as you can see. The seal itself has been broken!"""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6efa0	族長「われわれ　バリナボの民<LF><TAB>大地の神のしもべだった　一族は<LF><TAB>長い間　ほこらを見守ってきたが……	"Chief: ""We people of Barinabo once served the Earth God. We have long watched this shrine..."""	role.village_chief,place.barinabo,lore.earth_god	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f004	族長「みちびかれた民は　やがて<LF><TAB>邪悪な意思が　ほろびると<LF><TAB>それぞれの　ふるさとへと帰っていった。	"Chief: ""When the evil will was destroyed, the people he had guided returned to their homes."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
