offset	chapter	english	notes
00A76320	shared_repeats	Then, will you let this cat go free?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a746a4. No external patch text used.
00A76350	shared_repeats	It seems to want a name.\nWill you think of one?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a0e0c0. No external patch text used.
00A76394	shared_repeats	The cat gazes at you with pleading eyes...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74718. No external patch text used.
00A763D4	shared_repeats	"???: ""Meooow..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74758. No external patch text used.
00A7650C	shared_repeats	"Captain: ""All is well so far. Please rest assured."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74890. No external patch text used.
00A76550	shared_repeats	"Captain: ""Ah, $t. Tessie is resting upstairs."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a748d4. No external patch text used.
00A7660C	shared_repeats	"Tessie: ""Now, I must finish knitting Tipper's socks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74990. No external patch text used.
00A76650	shared_repeats	"Tessie: ""Such a peaceful, refreshing day has finally come. Everything will be all right now."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a749d4. No external patch text used.
00A766A8	shared_repeats	"Tessie: ""When you think it's all right for Tipper to go adventuring, have a word with him."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a2c. No external patch text used.
00A76708	shared_repeats	"Tessie: ""Tipper is eager to adventure, too. Let's send him out to find stock now and then."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a8c. No external patch text used.
00A7677C	shared_repeats	"Tessie: ""If you do go out, don't travel too far this time."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b00. No external patch text used.
00A767C0	shared_repeats	"Tessie: ""...Though you may already be itching to set off in search of stock again."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b44. No external patch text used.
00A76824	shared_repeats	"Tessie: ""We can enjoy this happiness a little longer, can't we?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ba8. No external patch text used.
00A7686C	shared_repeats	"Tessie: ""It's about time to end our long holiday and return to our dear old home, but..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74bf0. No external patch text used.
00A768C4	shared_repeats	"Tessie: ""It still feels like a dream, relaxing together as a family."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74c48. No external patch text used.
00A769DC	shared_repeats	"Tessie: ""I'm good at cooking, but I've been hopeless at crafts since I was little."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74d60. No external patch text used.
00A76A34	shared_repeats	"Tessie: ""I'm taking forever to knit Tipper's socks. I made another mistake just now..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74db8. No external patch text used.
00A76A90	shared_repeats	"Tessie: ""You're not like that, are you? Hee hee."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e14. No external patch text used.
00A76AC4	shared_repeats	"Tessie: ""A neighbor told me her husband got so hooked that he hasn't come home in weeks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e48. No external patch text used.
00A76B38	shared_repeats	"Tessie: ""Darling, you haven't been visiting the Monster arena in town, have you?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ebc. No external patch text used.
00A76C24	shared_repeats	Torneko decided to head out in Tipper's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fa8. No external patch text used.
00A76C58	shared_repeats	Torneko smiled and patted Tipper on the shoulder.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fdc. No external patch text used.
00A76C88	shared_repeats	Switch adventurers to Torneko?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7500c. No external patch text used.
00A76CAC	shared_repeats	Torneko nodded gently.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75030. No external patch text used.
00A76D68	shared_repeats	Tipper decided to head out in Torneko's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a750ec. No external patch text used.
00A76D9C	shared_repeats	Tipper hung his head in disappointment.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75120. No external patch text used.
00A76DC0	shared_repeats	Switch adventurers to Tipper?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75144. No external patch text used.
00A76DE4	shared_repeats	Tipper nodded happily!	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75168. No external patch text used.
00A76E64	shared_repeats	None of the books seem particularly unusual.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a751e8. No external patch text used.
00A76E88	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00A76EBC	shared_repeats	A family portrait, painted in beautiful colors. Looking at it brings a feeling of happiness...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75240. No external patch text used.
00A76F0C	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00A77B68	shared_repeats	A map hangs on the wall. The large island drawn to the north seems to be this one.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00952720. No external patch text used.
00A77ED8	shared_repeats	The stray cat walked away sadly...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a745e0. No external patch text used.
00A77F9C	shared_repeats	Then, will you let this cat go free?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a746a4. No external patch text used.
00A77FCC	shared_repeats	It seems to want a name.\nWill you think of one?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a0e0c0. No external patch text used.
00A78010	shared_repeats	The cat gazes at you with pleading eyes...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74718. No external patch text used.
00A78050	shared_repeats	"???: ""Meooow..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74758. No external patch text used.
00A78188	shared_repeats	"Captain: ""All is well so far. Please rest assured."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74890. No external patch text used.
00A781CC	shared_repeats	"Captain: ""Ah, $t. Tessie is resting upstairs."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a748d4. No external patch text used.
00A78288	shared_repeats	"Tessie: ""Now, I must finish knitting Tipper's socks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74990. No external patch text used.
00A782CC	shared_repeats	"Tessie: ""Such a peaceful, refreshing day has finally come. Everything will be all right now."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a749d4. No external patch text used.
00A78324	shared_repeats	"Tessie: ""When you think it's all right for Tipper to go adventuring, have a word with him."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a2c. No external patch text used.
00A78384	shared_repeats	"Tessie: ""Tipper is eager to adventure, too. Let's send him out to find stock now and then."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a8c. No external patch text used.
00A783F8	shared_repeats	"Tessie: ""If you do go out, don't travel too far this time."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b00. No external patch text used.
00A7843C	shared_repeats	"Tessie: ""...Though you may already be itching to set off in search of stock again."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b44. No external patch text used.
00A784A0	shared_repeats	"Tessie: ""We can enjoy this happiness a little longer, can't we?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ba8. No external patch text used.
00A784E8	shared_repeats	"Tessie: ""It's about time to end our long holiday and return to our dear old home, but..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74bf0. No external patch text used.
00A78540	shared_repeats	"Tessie: ""It still feels like a dream, relaxing together as a family."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74c48. No external patch text used.
00A78658	shared_repeats	"Tessie: ""I'm good at cooking, but I've been hopeless at crafts since I was little."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74d60. No external patch text used.
00A786B0	shared_repeats	"Tessie: ""I'm taking forever to knit Tipper's socks. I made another mistake just now..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74db8. No external patch text used.
00A7870C	shared_repeats	"Tessie: ""You're not like that, are you? Hee hee."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e14. No external patch text used.
00A78740	shared_repeats	"Tessie: ""A neighbor told me her husband got so hooked that he hasn't come home in weeks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e48. No external patch text used.
00A787B4	shared_repeats	"Tessie: ""Darling, you haven't been visiting the Monster arena in town, have you?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ebc. No external patch text used.
00A788A0	shared_repeats	Torneko decided to head out in Tipper's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fa8. No external patch text used.
00A788D4	shared_repeats	Torneko smiled and patted Tipper on the shoulder.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fdc. No external patch text used.
00A78904	shared_repeats	Switch adventurers to Torneko?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7500c. No external patch text used.
00A78928	shared_repeats	Torneko nodded gently.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75030. No external patch text used.
00A789E4	shared_repeats	Tipper decided to head out in Torneko's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a750ec. No external patch text used.
00A78A18	shared_repeats	Tipper hung his head in disappointment.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75120. No external patch text used.
00A78A3C	shared_repeats	Switch adventurers to Tipper?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75144. No external patch text used.
00A78A60	shared_repeats	Tipper nodded happily!	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75168. No external patch text used.
00A78AE0	shared_repeats	None of the books seem particularly unusual.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a751e8. No external patch text used.
00A78B04	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00A78B38	shared_repeats	A family portrait, painted in beautiful colors. Looking at it brings a feeling of happiness...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75240. No external patch text used.
00A78B88	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00A797E4	shared_repeats	A map hangs on the wall. The large island drawn to the north seems to be this one.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00952720. No external patch text used.
00A79B54	shared_repeats	The stray cat walked away sadly...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a745e0. No external patch text used.
00A79C18	shared_repeats	Then, will you let this cat go free?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a746a4. No external patch text used.
00A79C48	shared_repeats	It seems to want a name.\nWill you think of one?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a0e0c0. No external patch text used.
00A79C8C	shared_repeats	The cat gazes at you with pleading eyes...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74718. No external patch text used.
00A79CCC	shared_repeats	"???: ""Meooow..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74758. No external patch text used.
00A79E04	shared_repeats	"Captain: ""All is well so far. Please rest assured."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74890. No external patch text used.
00A79E48	shared_repeats	"Captain: ""Ah, $t. Tessie is resting upstairs."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a748d4. No external patch text used.
00A79F04	shared_repeats	"Tessie: ""Now, I must finish knitting Tipper's socks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74990. No external patch text used.
00A79F48	shared_repeats	"Tessie: ""Such a peaceful, refreshing day has finally come. Everything will be all right now."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a749d4. No external patch text used.
00A79FA0	shared_repeats	"Tessie: ""When you think it's all right for Tipper to go adventuring, have a word with him."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a2c. No external patch text used.
00A7A000	shared_repeats	"Tessie: ""Tipper is eager to adventure, too. Let's send him out to find stock now and then."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a8c. No external patch text used.
00A7A074	shared_repeats	"Tessie: ""If you do go out, don't travel too far this time."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b00. No external patch text used.
00A7A0B8	shared_repeats	"Tessie: ""...Though you may already be itching to set off in search of stock again."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b44. No external patch text used.
00A7A11C	shared_repeats	"Tessie: ""We can enjoy this happiness a little longer, can't we?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ba8. No external patch text used.
00A7A164	shared_repeats	"Tessie: ""It's about time to end our long holiday and return to our dear old home, but..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74bf0. No external patch text used.
00A7A1BC	shared_repeats	"Tessie: ""It still feels like a dream, relaxing together as a family."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74c48. No external patch text used.
00A7A2D4	shared_repeats	"Tessie: ""I'm good at cooking, but I've been hopeless at crafts since I was little."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74d60. No external patch text used.
00A7A32C	shared_repeats	"Tessie: ""I'm taking forever to knit Tipper's socks. I made another mistake just now..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74db8. No external patch text used.
00A7A388	shared_repeats	"Tessie: ""You're not like that, are you? Hee hee."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e14. No external patch text used.
00A7A3BC	shared_repeats	"Tessie: ""A neighbor told me her husband got so hooked that he hasn't come home in weeks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e48. No external patch text used.
00A7A430	shared_repeats	"Tessie: ""Darling, you haven't been visiting the Monster arena in town, have you?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ebc. No external patch text used.
00A7A51C	shared_repeats	Torneko decided to head out in Tipper's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fa8. No external patch text used.
00A7A550	shared_repeats	Torneko smiled and patted Tipper on the shoulder.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fdc. No external patch text used.
00A7A580	shared_repeats	Switch adventurers to Torneko?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7500c. No external patch text used.
00A7A5A4	shared_repeats	Torneko nodded gently.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75030. No external patch text used.
00A7A660	shared_repeats	Tipper decided to head out in Torneko's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a750ec. No external patch text used.
00A7A694	shared_repeats	Tipper hung his head in disappointment.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75120. No external patch text used.
00A7A6B8	shared_repeats	Switch adventurers to Tipper?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75144. No external patch text used.
00A7A6DC	shared_repeats	Tipper nodded happily!	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75168. No external patch text used.
00A7A75C	shared_repeats	None of the books seem particularly unusual.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a751e8. No external patch text used.
00A7A780	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00A7A7B4	shared_repeats	A family portrait, painted in beautiful colors. Looking at it brings a feeling of happiness...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75240. No external patch text used.
00A7A804	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00A7B460	shared_repeats	A map hangs on the wall. The large island drawn to the north seems to be this one.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00952720. No external patch text used.
00A7B7D0	shared_repeats	The stray cat walked away sadly...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a745e0. No external patch text used.
00A7B894	shared_repeats	Then, will you let this cat go free?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a746a4. No external patch text used.
00A7B8C4	shared_repeats	It seems to want a name.\nWill you think of one?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a0e0c0. No external patch text used.
00A7B908	shared_repeats	The cat gazes at you with pleading eyes...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74718. No external patch text used.
00A7B948	shared_repeats	"???: ""Meooow..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74758. No external patch text used.
00A7BA80	shared_repeats	"Captain: ""All is well so far. Please rest assured."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74890. No external patch text used.
00A7BAC4	shared_repeats	"Captain: ""Ah, $t. Tessie is resting upstairs."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a748d4. No external patch text used.
00A7BB80	shared_repeats	"Tessie: ""Now, I must finish knitting Tipper's socks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74990. No external patch text used.
00A7BBC4	shared_repeats	"Tessie: ""Such a peaceful, refreshing day has finally come. Everything will be all right now."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a749d4. No external patch text used.
00A7BC1C	shared_repeats	"Tessie: ""When you think it's all right for Tipper to go adventuring, have a word with him."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a2c. No external patch text used.
00A7BC7C	shared_repeats	"Tessie: ""Tipper is eager to adventure, too. Let's send him out to find stock now and then."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74a8c. No external patch text used.
00A7BCF0	shared_repeats	"Tessie: ""If you do go out, don't travel too far this time."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b00. No external patch text used.
00A7BD34	shared_repeats	"Tessie: ""...Though you may already be itching to set off in search of stock again."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74b44. No external patch text used.
00A7BD98	shared_repeats	"Tessie: ""We can enjoy this happiness a little longer, can't we?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ba8. No external patch text used.
00A7BDE0	shared_repeats	"Tessie: ""It's about time to end our long holiday and return to our dear old home, but..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74bf0. No external patch text used.
00A7BE38	shared_repeats	"Tessie: ""It still feels like a dream, relaxing together as a family."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74c48. No external patch text used.
00A7BF50	shared_repeats	"Tessie: ""I'm good at cooking, but I've been hopeless at crafts since I was little."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74d60. No external patch text used.
00A7BFA8	shared_repeats	"Tessie: ""I'm taking forever to knit Tipper's socks. I made another mistake just now..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74db8. No external patch text used.
00A7C004	shared_repeats	"Tessie: ""You're not like that, are you? Hee hee."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e14. No external patch text used.
00A7C038	shared_repeats	"Tessie: ""A neighbor told me her husband got so hooked that he hasn't come home in weeks."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74e48. No external patch text used.
00A7C0AC	shared_repeats	"Tessie: ""Darling, you haven't been visiting the Monster arena in town, have you?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74ebc. No external patch text used.
00A7C198	shared_repeats	Torneko decided to head out in Tipper's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fa8. No external patch text used.
00A7C1CC	shared_repeats	Torneko smiled and patted Tipper on the shoulder.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a74fdc. No external patch text used.
00A7C1FC	shared_repeats	Switch adventurers to Torneko?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7500c. No external patch text used.
00A7C220	shared_repeats	Torneko nodded gently.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75030. No external patch text used.
00A7C2DC	shared_repeats	Tipper decided to head out in Torneko's place.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a750ec. No external patch text used.
00A7C310	shared_repeats	Tipper hung his head in disappointment.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75120. No external patch text used.
00A7C334	shared_repeats	Switch adventurers to Tipper?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75144. No external patch text used.
00A7C358	shared_repeats	Tipper nodded happily!	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75168. No external patch text used.
00A7C3D8	shared_repeats	None of the books seem particularly unusual.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a751e8. No external patch text used.
00A7C3FC	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00A7C430	shared_repeats	A family portrait, painted in beautiful colors. Looking at it brings a feeling of happiness...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75240. No external patch text used.
00A7C480	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00A82C5C	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00A838DC	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00A8455C	shared_repeats	$t looked at the framed picture.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a75290. No external patch text used.
00AB0C0C	shared_repeats	$t read the sign.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a0ac70. No external patch text used.
00AB9168	shared_repeats	None of the books seem particularly unusual.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a751e8. No external patch text used.
00AB918C	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00ABFC10	shared_repeats	A map hangs on the wall. The large island drawn to the north seems to be this one.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00952720. No external patch text used.
00ADF844	shared_repeats	"???: ""O heavens and earth! May the earth's protection be upon this traveler!"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.009a7228. No external patch text used.
00AE92AC	shared_repeats	"???: ""Well then, enjoy your rest."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a26fb4. No external patch text used.
00B3E0BC	shared_repeats	A map hangs on the wall. The large island drawn to the north seems to be this one.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00952720. No external patch text used.
00B4E484	shared_repeats	$t read the sign.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a0ac70. No external patch text used.
00B58488	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00BC8EA0	shared_repeats	$t examined the bookcase.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a216c0. No external patch text used.
00BC9010	shared_repeats	"???: ""Meow..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00975810. No external patch text used.
00A7D170	costa_home_crisis	"Tessie: ""Now you'll be able to help your father, too."""	
00A7D1B0	costa_home_crisis	"Tessie: ""Tipper, I'm amazed you traveled all this way on your own, but..."""	
00A7D20C	costa_home_crisis	"Tessie: ""He must be wondering if there's anything he can do to save this kingdom."""	
00A7D268	costa_home_crisis	"Tessie: ""Cough, cough! Oh, that's right. Your father has gone to the castle to see the king."""	
00A7D2C4	costa_home_crisis	"Tessie: ""But I'm so glad... Just to see you safe and well, Tipper..."""	
00A7D310	costa_home_crisis	"Tessie: ""I was terribly worried about you, too!"""	
00A7D344	costa_home_crisis	"Tessie: ""Soon after we came here and opened the shop, that evil mist swept over the kingdom..."""	
00A7D39C	costa_home_crisis	"Tessie: ""Oh, thank goodness... You're safe!"""	
00A7D3C8	costa_home_crisis	"Tessie: ""Oh! Tipper! It really is you!"""	
00A7D514	costa_home_crisis	"Tessie: ""Cough, cough! You believe it too, don't you, Tipper? That you can save your father."""	
00A7D574	costa_home_crisis	"Tessie: ""I believe in you, Tipper. Your father must be waiting for you, too."""	
00A7D5CC	costa_home_crisis	"Tessie: ""But... But you believe it too, don't you, Tipper? That you can save your father."""	
00A7D62C	costa_home_crisis	"Tessie: ""What? Your father?! Oh, how terrible...!"""	
00A7D664	costa_home_crisis	"Tessie: ""Oh, Tipper, what's wrong? You look so sad..."""	
00A7D6A8	costa_home_crisis	"Tessie: ""Good morning, darling. I know you must go, so I won't stop you... But please be careful."""	
00A7D710	costa_home_crisis	"Tessie: ""Well then, good night..."""	
00A7D734	costa_home_crisis	"Tessie: ""Really? Tell me when you'd like to rest. Cough, cough!"""	
00A7D778	costa_home_crisis	"Tessie: ""You must be tired yourself. Will you rest here today?"""	
00A7D7B8	costa_home_crisis	"Tessie: ""Welcome home, darling. Cough, cough! Don't worry about me."""	
00A7DABC	costa_furnishings	"Marina: ""We have all the furniture we need. Now for the daily cleaning... I must do my best!"""	
00A7DB1C	costa_furnishings	"Marina: ""Somehow, I feel very happy, too."""	
00A7DB54	costa_furnishings	"Marina: ""Somehow, I feel very happy, too. Hee hee."""	
00A7DB94	costa_furnishings	"Marina: ""I hear it's enchanted to make anyone who looks at it feel happy."""	Speaker's account, not a claim of a gameplay stat effect.
00A7DBF0	costa_furnishings	"Marina: ""They say a famous foreign artist painted it, and that it's very valuable."""	Keep the reported account distinct from the later inspection's different explanation.
00A7DC50	costa_furnishings	"Marina: ""Your family portrait in the living room is lovely, isn't it?"""	
00A7DC98	costa_furnishings	"Marina: ""It should arrive by the time you return. How exciting!"""	
00A7DCE8	costa_furnishings	"Marina: ""They're choosing something to commemorate your family, Mr. Torneko."""	
00A7DD2C	costa_furnishings	"Marina: ""Your shop is so popular that even the castle is sending a gift to congratulate you!"""	
00A7DD90	costa_furnishings	"Marina: ""Shall we celebrate with some new furnishings?"""	
00A7DDC8	costa_furnishings	"Marina: ""Your shop is doing better and better, Mr. Torneko. I'm so pleased."""	
00A7DE18	costa_furnishings	"Marina: ""If you and Tipper bring in stock and the shop prospers even more..."""	
00A7DE7C	costa_furnishings	"Marina: ""New furniture makes a home feel so cheerful, doesn't it?"""	
00A7DEC8	costa_furnishings	"Marina: ""I'll have it ordered by the time you return."""	
00A7DF14	costa_furnishings	"Marina: ""Perhaps it's time for some new furnishings."""	
00A7DF5C	costa_furnishings	"Marina: ""Your shop has more goods and is doing well, Mr. Torneko."""	
00A7DF9C	costa_furnishings	"Marina: ""...we can add even lovelier furniture and decorations. How exciting!"""	Continues the stock/prosperity condition from 00A7DFE8.
00A7DFE8	costa_furnishings	"Marina: ""If you and Tipper keep bringing in goods and the shop prospers, I'm sure..."""	
00A7E050	costa_furnishings	"Marina: ""But there's still so little furniture. It feels rather empty."""	
00A7E0A0	costa_furnishings	"Marina: ""Your wife always keeps everything so tidy that I hardly have any work to do."""	
00A7E2B4	costa_mirror	He thought his face really did resemble his mother Tessie's more than his father Torneko's...	Tipper-specific mirror observation.
00A7E304	costa_mirror	He felt he looked a little more grown-up.	
00A7E334	costa_mirror	He seemed to have lost a little weight on the long journey.	
00A7E368	costa_mirror	There seemed to be a few more wrinkles...	
00A7E398	costa_mirror	A small smudge caught his eye, so he wiped it away with his sleeve.	
00A7E3D4	costa_mirror	The long journey seemed to have left him quite suntanned...	
00A7E404	costa_mirror	Tessie's cosmetics are neatly arranged in front of the mirror.	
00A7E440	costa_mirror	On closer inspection, he decided he didn't look half bad.	
00A7E470	costa_mirror	He seemed to look paler than usual...	
00A7E498	costa_mirror	The spotless room is reflected in the mirror.	
00A7E4C4	costa_mirror	$t looked in the mirror.	
00A828A8	costa_bedroom	"Marina: ""I've kept the room ready so Master Tipper could arrive at any time."""	
00A82908	costa_bedroom	"Marina: ""Oh! Master Tipper, is that you?! I'm so glad you're safe..."""	
